EMPLOYEECODE,applied_day_of_week,applied_month,LVREASON,ADNLINFO,HALFDAY,LEAVECODE,leave_days,ELBALANCE,HPLBALANCE,total_past_leaves,approval_status
VS11196,,,UNKNOWN,NONE,NO,LEC,10,63.0,10.0,22,1
VS11196,,,UNKNOWN,NONE,NO,EL,3,45.0,22.0,22,1
VS11196,,,UNKNOWN,NONE,NO,LEC,8,35.0,22.0,22,1
VS11196,,,UNKNOWN,NONE,NO,CMC,3,262.0,154.0,22,1
VS11196,,,UNKNOWN,NONE,NO,EL,3,259.0,154.0,22,1
VS11196,,,UNKNOWN,NONE,NO,EL,3,271.0,164.0,22,1
VS11196,6.0,7.0,medical grounds,NONE,NO,CMC,5,272.0,164.0,22,1
VS11196,6.0,7.0,medical,NONE,NO,CMC,5,272.0,154.0,22,1
VS11196,2.0,5.0,FATHERS BYPASS SURGERY,NONE,NO,EL,10,272.0,174.0,22,1
VS11196,6.0,2.0,VIST TO HT DOMESTIC OBLIGATION,NONE,NO,EL,4,282.0,174.0,22,1
VS12049,5.0,10.0,VISIT FAMILY AT LONDON,NONE,NO,EL,19,56.0,57.0,17,1
VS12049,5.0,3.0,MEET FAMILY AT LONDON,NONE,NO,EL,19,52.0,67.0,17,1
VS12049,4.0,6.0,PERSONAL VISIT TO LONDON,NONE,NO,EL,25,0.0,67.0,17,1
VS12049,4.0,6.0,PERSONAL VISIT TO LONDON,NONE,NO,HPL,53,0.0,14.0,17,1
VS12049,4.0,6.0,PERSONAL VISIT TO LONDON,NONE,NO,EOL,4,0.0,24.0,17,0
VS12049,4.0,6.0,PERSONAL VISIT TO LONDON,NONE,NO,EOL,100,0.0,24.0,17,1
VS12049,4.0,4.0,MEET WIFE AND KIDS AT LONDON,NONE,NO,EL,27,25.0,67.0,17,1
VS12317,,,UNKNOWN,NONE,NO,EL,8,82.0,105.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LEC,12,72.0,105.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,12,23.0,23.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,12,103.0,145.0,32,1
VS12317,,,UNKNOWN,NONE,NO,CMC,2,103.0,141.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,17,85.0,125.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,4,255.0,271.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,4,266.0,281.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LEC,9,256.0,281.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,11,70.0,91.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LEC,16,70.0,91.0,32,1
VS12317,,,UNKNOWN,NONE,NO,CMC,3,75.0,95.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,12,259.0,291.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,12,121.0,161.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LCL,3,136.0,171.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LCL,1,136.0,171.0,32,1
VS12317,,,UNKNOWN,NONE,NO,CMC,2,206.0,207.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,11,225.0,227.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,4,221.0,227.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,12,229.0,251.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,1,38.0,33.0,32,0
VS12317,,,UNKNOWN,NONE,NO,CMC,1,38.0,31.0,32,1
VS12317,,,UNKNOWN,NONE,NO,CMC,3,236.0,231.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,12,41.0,41.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LCL,3,236.0,231.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,5,36.0,41.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LEC,9,226.0,231.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,5,236.0,241.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LEC,8,226.0,241.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,17,66.0,81.0,32,1
VS12317,,,UNKNOWN,NONE,NO,EL,3,63.0,61.0,32,1
VS12317,,,UNKNOWN,NONE,NO,LEC,9,53.0,61.0,32,1
VS12335,,,UNKNOWN,NONE,NO,CMC,14,178.0,145.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,5,89.0,91.0,39,1
VS12335,,,UNKNOWN,NONE,NO,CMC,5,89.0,81.0,39,1
VS12335,,,UNKNOWN,NONE,NO,LCL,1,89.0,81.0,39,1
VS12335,,,UNKNOWN,NONE,NO,LEC,4,79.0,81.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,12,82.0,91.0,39,1
VS12335,,,UNKNOWN,NONE,NO,CMC,4,97.0,93.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,5,107.0,93.0,39,1
VS12335,,,UNKNOWN,NONE,NO,CMC,12,0.0,24.0,39,0
VS12335,,,UNKNOWN,NONE,NO,CMC,11,35.0,2.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,1,35.0,1.0,39,0
VS12335,,,UNKNOWN,NONE,NO,EL,12,58.0,51.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,1,34.0,1.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,5,68.0,61.0,39,1
VS12335,,,UNKNOWN,NONE,NO,LEC,9,58.0,61.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,4,84.0,81.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,16,136.0,143.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,5,79.0,81.0,39,1
VS12335,,,UNKNOWN,NONE,NO,CMC,10,64.0,11.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,3,163.0,163.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,19,45.0,11.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,26,49.0,21.0,39,1
VS12335,,,UNKNOWN,NONE,NO,PET,15,49.0,31.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,9,55.0,41.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,10,24.0,1.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,5,49.0,21.0,39,1
VS12335,,,UNKNOWN,NONE,NO,EL,5,132.0,123.0,39,1
VS12335,,,UNKNOWN,NONE,NO,LEC,1,152.0,143.0,39,1
VS12335,6.0,5.0,MEDICAL,NONE,NO,CMC,10,226.0,115.0,39,1
VS12335,2.0,1.0,MEDICAL - RESPIRATORY ILLNESS,NONE,NO,CMC,12,211.0,125.0,39,1
VS12335,3.0,4.0,PATERNITY,NONE,NO,PET,15,178.0,145.0,39,1
VS12335,3.0,5.0,PERSONAL TRIP,NONE,NO,EL,12,166.0,145.0,39,1
VS12335,2.0,6.0,house shifting,NONE,NO,EL,4,282.0,155.0,39,1
VS12335,4.0,12.0,shoulder bone injury,NONE,NO,CMC,13,181.0,129.0,39,1
VS12335,3.0,9.0,NTVE,TO GOTO NATIVE,NO,CL,1,292.0,165.0,39,1
VS12335,2.0,6.0,NTVE,TO GOTO NATIVE,NO,CL,2,286.0,155.0,39,1
VS12335,4.0,12.0,PWRK,PERSONAL WORK,NO,CL,1,292.0,165.0,39,1
VS12335,2.0,9.0,CMTR,MEDICAL TREATMENT,NO,EL,5,292.0,165.0,39,1
VS12335,4.0,10.0,PWRK,PERSONAL WORK,Y,CL,1,292.0,165.0,39,1
VS12337,,,UNKNOWN,NONE,NO,CCL,12,164.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,165.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,12,167.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,10,138.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,2,153.0,23.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,149.0,23.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,150.0,23.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,4,145.0,21.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,149.0,21.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,2,145.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,144.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,10,110.0,21.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,3,110.0,15.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,3,110.0,9.0,109,1
VS12337,,,UNKNOWN,NONE,NO,MAT,180,110.0,9.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,65,125.0,19.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,3,10.0,1.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,25.0,9.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,25.0,7.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,4,21.0,7.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,20.0,7.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,18.0,3.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,20.0,5.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,20.0,3.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,12,140.0,29.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,2,140.0,25.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,2,140.0,21.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,2,155.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,152.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,90.0,25.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,5,152.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,4,90.0,25.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,160.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,5,90.0,25.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,161.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,5,85.0,25.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,5,167.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,7,85.0,25.0,109,0
VS12337,,,UNKNOWN,NONE,NO,EL,1,164.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,9,85.0,7.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,5,95.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,3,95.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,180,43.0,31.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,92.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,2,58.0,37.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,1,92.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,3,58.0,31.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,91.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,55.0,31.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,5,55.0,21.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,89.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,87.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,86.0,17.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,99.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,5,165.0,39.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,17,82.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,5,160.0,39.0,109,1
VS12337,,,UNKNOWN,NONE,NO,HPL,3,97.0,37.0,109,0
VS12337,,,UNKNOWN,NONE,NO,EL,7,168.0,49.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,2,97.0,34.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,4,164.0,49.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,95.0,34.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,177.0,59.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,3,95.0,31.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,3,174.0,59.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,2,95.0,31.0,109,1
VS12337,,,UNKNOWN,NONE,NO,LEC,6,164.0,59.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,15.0,11.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,3,70.0,25.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,18,15.0,13.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,1,70.0,23.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,13.0,11.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,69.0,23.0,109,1
VS12337,,,UNKNOWN,NONE,NO,MAT,180,15.0,11.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,9,69.0,5.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,5,79.0,15.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,2,79.0,15.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,1,78.0,15.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,1,78.0,15.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CCL,5,159.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,12,145.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,EL,2,157.0,27.0,109,1
VS12337,,,UNKNOWN,NONE,NO,CMC,4,160.0,29.0,109,1
VS12337,,,UNKNOWN,NONE,NO,LEC,1,150.0,29.0,109,1
VS12337,4.0,4.0,PERSONAL REASONS,NONE,NO,EL,4,198.0,15.0,109,1
VS12337,4.0,5.0,MEDICAL GROUNDS,NONE,NO,HPL,1,186.0,11.0,109,0
VS12337,4.0,5.0,MEDICAL GROUNDS,NONE,NO,ELM,11,201.0,0.0,109,0
VS12337,6.0,9.0,Personal Work,NONE,NO,EL,4,209.0,25.0,109,1
VS12337,6.0,10.0,Going to Native,NONE,NO,EL,3,206.0,25.0,109,1
VS12337,2.0,4.0,medical grounds,NONE,NO,CMC,34,186.0,1.0,109,1
VS12337,2.0,4.0,medical grounds,NONE,NO,CMC,5,186.0,69.0,109,1
VS12337,6.0,12.0,medical grounds,NONE,NO,EL,12,189.0,11.0,109,1
VS12337,2.0,2.0,personal,NONE,NO,EL,5,171.0,69.0,109,1
VS12337,6.0,3.0,medical ground,NONE,NO,CMC,3,204.0,15.0,109,1
VS12337,3.0,9.0,personal reasons,NONE,NO,EL,3,176.0,69.0,109,1
VS12337,4.0,1.0,personal,NONE,NO,EL,2,202.0,15.0,109,1
VS12337,5.0,12.0,OTHR,OTHERS,NO,CL,1,239.0,65.0,109,1
VS12337,5.0,12.0,OTHR,OTHERS,NO,CL,1,239.0,65.0,109,1
VS12337,6.0,8.0,OTHR,OTHERS,NO,CL,1,261.0,65.0,109,1
VS12337,4.0,1.0,OTHR,OTHERS,NO,SCL,1,254.0,75.0,109,1
VS12337,4.0,1.0,OTHR,OTHERS,NO,CL,1,254.0,75.0,109,1
VS12337,6.0,9.0,OTHR,OTHERS,NO,EL,9,252.0,65.0,109,1
VS12337,4.0,12.0,OTHR,OTHERS,NO,CL,1,239.0,65.0,109,1
VS12337,4.0,12.0,OTHR,OTHERS,NO,CL,1,239.0,65.0,109,1
VS12337,3.0,11.0,OTHR,OTHERS,NO,CL,1,239.0,65.0,109,1
VS12337,5.0,4.0,OTHR,OTHERS,NO,EL,5,246.0,55.0,109,1
VS12337,3.0,11.0,TLTC,LTC TOUR,NO,EL,3,249.0,65.0,109,1
VS12337,3.0,11.0,TLTC,LTC TOUR,NO,SCL,1,252.0,65.0,109,1
VS12811,2.0,2.0,MEDICAL,NONE,NO,CMC,11,305.0,443.0,9,1
VS12811,5.0,12.0,MEDICAL GROUNDS,NONE,NO,CMC,47,302.0,340.0,9,1
VS12811,5.0,10.0,MEDICAL GROUNDS,NONE,NO,EL,47,302.0,434.0,9,0
VS12811,5.0,2.0,NOT WELL,NONE,NO,CMC,12,305.0,465.0,9,1
VS12811,3.0,2.0,MEDICAL,NONE,NO,CMC,5,305.0,489.0,9,1
VS12811,6.0,12.0,NATIVE PLACE,NONE,NO,EL,3,302.0,496.0,9,1
VS13036,,,UNKNOWN,NONE,NO,CMC,5,128.0,62.0,49,1
VS13036,,,UNKNOWN,NONE,NO,CMC,3,128.0,72.0,49,1
VS13036,,,UNKNOWN,NONE,NO,LEC,10,118.0,62.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,2,108.0,80.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,12,136.0,70.0,49,0
VS13036,,,UNKNOWN,NONE,NO,LCL,3,119.0,70.0,49,1
VS13036,,,UNKNOWN,NONE,NO,LCL,2,0.0,58.0,49,0
VS13036,,,UNKNOWN,NONE,NO,LEC,22,94.0,50.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,4,104.0,80.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,9,35.0,30.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,5,13.0,12.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,9,19.0,22.0,49,1
VS13036,,,UNKNOWN,NONE,NO,CMC,3,19.0,16.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,5,29.0,26.0,49,1
VS13036,,,UNKNOWN,NONE,NO,CMC,3,29.0,20.0,49,1
VS13036,,,UNKNOWN,NONE,NO,HPL,6,109.0,60.0,49,0
VS13036,,,UNKNOWN,NONE,NO,CMC,6,109.0,48.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,16,120.0,58.0,49,1
VS13036,,,UNKNOWN,NONE,NO,EL,12,123.0,58.0,49,1
VS13036,,,UNKNOWN,NONE,NO,LEC,25,113.0,58.0,49,1
VS13036,4.0,10.0,HEALTH EMERGENCY AT HOME,NONE,NO,EL,3,165.0,32.0,49,1
VS13036,6.0,12.0,medical leave,NONE,NO,CMC,5,133.0,40.0,49,1
VS13036,3.0,3.0,eye pain,NONE,NO,CMC,9,153.0,32.0,49,1
VS13036,4.0,6.0,eye pain,NONE,NO,CMC,5,153.0,22.0,49,1
VS13036,5.0,10.0,LTC TO HT,NONE,NO,SCL,2,148.0,52.0,49,1
VS13036,5.0,10.0,PAIN IN EYE,NONE,NO,CMC,5,148.0,52.0,49,1
VS13036,3.0,11.0,viral fever,NONE,NO,CMC,5,165.0,16.0,49,1
VS13036,6.0,2.0,severe eye pain,NONE,NO,CMC,3,148.0,44.0,49,1
VS13036,5.0,12.0,LTC TO API,NONE,NO,CL,1,148.0,52.0,49,1
VS13036,7.0,7.0,LOWER BACK PAIN,NONE,NO,CMC,10,0.0,72.0,49,0
VS13036,3.0,2.0,LOWER BACK PAIN,NONE,NO,CMC,8,133.0,56.0,49,1
VS13036,3.0,11.0,PAIN IN EYE,NONE,NO,CMC,3,133.0,50.0,49,1
VS13036,2.0,8.0,SMTR,MEDICAL TREATMENT,NO,CMC,2,225.0,52.0,49,1
VS13036,4.0,1.0,SMTR,MEDICAL TREATMENT,NO,CMC,3,203.0,20.0,49,1
VS13036,4.0,1.0,SMTR,MEDICAL TREATMENT,NO,CMC,3,203.0,14.0,49,1
VS13036,2.0,10.0,NTVE,TO GOTO NATIVE,NO,EL,4,218.0,46.0,49,1
VS13036,2.0,10.0,SMTR,MEDICAL TREATMENT,NO,CMC,3,222.0,46.0,49,1
VS13036,3.0,5.0,SMTR,MEDICAL TREATMENT,NO,CL,1,210.0,46.0,49,1
VS13036,3.0,7.0,SMTR,MEDICAL TREATMENT,NO,CL,1,210.0,46.0,49,1
VS13036,3.0,5.0,SMTR,MEDICAL TREATMENT,NO,SCL,1,210.0,46.0,49,1
VS13036,6.0,8.0,SMTR,MEDICAL TREATMENT,NO,EL,3,222.0,52.0,49,1
VS13036,3.0,6.0,OTHR,OTHERS,NO,SCL,1,210.0,46.0,49,1
VS13036,3.0,6.0,SMTR,MEDICAL TREATMENT,NO,CL,1,210.0,46.0,49,1
VS13036,3.0,6.0,OTHR,OTHERS,NO,SCL,1,210.0,46.0,49,1
VS13036,4.0,3.0,SMTR,MEDICAL TREATMENT,NO,CL,2,210.0,46.0,49,1
VS13036,5.0,3.0,PWRK,PERSONAL WORK,NO,CL,3,210.0,46.0,49,1
VS13036,6.0,1.0,SMTR,MEDICAL TREATMENT,NO,SCL,1,203.0,36.0,49,1
VS13036,2.0,1.0,SMTR,MEDICAL TREATMENT,NO,CMC,5,203.0,26.0,49,1
VS13291,3.0,8.0,LTC TO API,NONE,NO,LE,8,300.0,430.0,11,1
VS13291,3.0,12.0,LTC TO API,NONE,NO,EL,1,314.0,415.0,11,1
VS13291,4.0,12.0,LTC TO API,NONE,NO,LE,10,314.0,415.0,11,1
VS13514,,,UNKNOWN,NONE,NO,PET,12,264.0,197.0,19,1
VS13514,,,UNKNOWN,NONE,NO,LCL,4,264.0,197.0,19,1
VS13514,,,UNKNOWN,NONE,NO,LCL,2,209.0,157.0,19,1
VS13514,,,UNKNOWN,NONE,NO,EL,5,219.0,167.0,19,1
VS13514,,,UNKNOWN,NONE,NO,PET,15,159.0,117.0,19,1
VS13514,,,UNKNOWN,NONE,NO,LEC,8,159.0,117.0,19,1
VS13514,,,UNKNOWN,NONE,NO,EL,5,304.0,227.0,19,1
VS13514,,,UNKNOWN,NONE,NO,EL,12,99.0,77.0,19,1
VS13514,,,UNKNOWN,NONE,NO,EL,4,82.0,57.0,19,1
VS13514,7.0,1.0,MEDICAL LEAVE,NONE,NO,CMC,2,310.0,245.0,19,1
VS13514,3.0,11.0,LTC TO API,NONE,NO,CL,1,315.0,265.0,19,1
VS13514,4.0,7.0,bakrid celebration at native,NONE,NO,EL,5,310.0,257.0,19,1
VS13514,6.0,8.0,medical,NONE,NO,CMC,4,310.0,249.0,19,1
VS13514,2.0,9.0,NTVE,TO GOTO NATIVE,NO,CL,1,315.0,325.0,19,1
VS13514,2.0,8.0,SMTR,MEDICAL TREATMENT,Y,CL,1,315.0,325.0,19,1
VS13514,5.0,12.0,NTVE,TO GOTO NATIVE,NO,SCL,1,315.0,325.0,19,1
VS13514,5.0,12.0,NTVE,TO GOTO NATIVE,NO,SCL,1,315.0,325.0,19,1
VS13514,7.0,9.0,NTVE,TO GOTO NATIVE,NO,CL,1,315.0,325.0,19,1
VS13584,6.0,12.0,personal,NONE,NO,EL,5,182.0,203.0,20,1
VS13584,6.0,1.0,SELF MARRIAGE & FOREIGN TRAVEL,NONE,NO,EL,19,51.0,113.0,20,1
VS13584,3.0,4.0,ltc to srinagar,NONE,NO,SCL,1,247.0,253.0,20,1
VS13584,3.0,4.0,ltc to srinagar,NONE,NO,EL,5,242.0,253.0,20,1
VS13584,5.0,6.0,PREFIX TO STUDY LEAVE,NONE,NO,EL,10,202.0,223.0,20,1
VS13584,5.0,6.0,"STUDY LEAVE FOR PHD AT IISC, B",NONE,NO,STU,273,202.0,223.0,20,1
VS13584,3.0,10.0,LTC TO API,NONE,NO,SCL,1,161.0,183.0,20,1
VS13584,3.0,10.0,LTC TO API,NONE,NO,EL,4,157.0,183.0,20,1
VS13584,3.0,10.0,LTC TO API,NONE,NO,SCL,1,157.0,183.0,20,1
VS13584,4.0,4.0,PATERNITY,NONE,NO,PET,15,146.0,173.0,20,1
VS13584,6.0,5.0,LTC TO HT,NONE,NO,EL,5,46.0,113.0,20,1
VS13584,2.0,9.0,PET2,SECOND CHILD DELIVERY,NO,PET,15,257.0,263.0,20,1
VS14022,,,UNKNOWN,NONE,NO,CMC,2,175.0,98.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,10,165.0,98.0,71,1
VS14022,,,UNKNOWN,NONE,NO,LEC,10,155.0,98.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,12,155.0,98.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,4,170.0,100.0,71,1
VS14022,,,UNKNOWN,NONE,NO,MAT,180,170.0,94.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,3,170.0,94.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,3,79.0,48.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,4,94.0,50.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,47,185.0,96.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,4,94.0,50.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,4,185.0,96.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,9,94.0,50.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,2,200.0,102.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,3,197.0,102.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,2,260.0,108.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,4,271.0,118.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,1,271.0,118.0,71,0
VS14022,,,UNKNOWN,NONE,NO,EL,3,268.0,118.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,2,281.0,128.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,2,281.0,124.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,4,277.0,124.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,3,277.0,118.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,10,242.0,108.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,2,240.0,108.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,5,255.0,118.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,3,252.0,118.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,5,262.0,128.0,71,1
VS14022,,,UNKNOWN,NONE,NO,LEC,4,252.0,128.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,3,252.0,122.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,5,252.0,112.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,3,267.0,116.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,2,265.0,116.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,5,260.0,116.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,2,260.0,112.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,5,287.0,128.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,12,227.0,122.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,12,227.0,98.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,26,7.0,22.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,196,52.0,28.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,2,22.0,28.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,5,37.0,28.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,5,37.0,18.0,71,1
VS14022,,,UNKNOWN,NONE,NO,MAT,180,37.0,18.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CMC,3,109.0,54.0,71,1
VS14022,,,UNKNOWN,NONE,NO,CCL,9,109.0,54.0,71,1
VS14022,,,UNKNOWN,NONE,NO,EL,5,119.0,64.0,71,1
